Category,Descript,DayOfWeek,PdDistrict,Resolution
MISSING PERSON,FOUND PERSON,Thursday,INGLESIDE,LOCATED
VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Friday,MISSION,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,MISSION,NONE
ASSAULT,BATTERY,Thursday,SOUTHERN,NONE
TRESPASS,TRESPASSING,Friday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,RICHMOND,NONE
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Thursday,TENDERLOIN,"ARREST, BOOKED"
ASSAULT,THREATS AGAINST LIFE,Thursday,INGLESIDE,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,PARK,PSYCHOPATHIC CASE
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,SOUTHERN,"ARREST, BOOKED"
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Thursday,PARK,NONE
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,MISSION,NONE
ROBBERY,ROBBERY OF A CHAIN STORE WITH A GUN,Thursday,NORTHERN,NONE
WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Thursday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,TENDERLOIN,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,NORTHERN,NONE
ROBBERY,"ROBBERY, BODILY FORCE",Thursday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,MISSION,NONE
ASSAULT,THREATS AGAINST LIFE,Thursday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,TARAVAL,NONE
LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Sunday,INGLESIDE,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,BAYVIEW,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,RICHMOND,NONE
ASSAULT,BATTERY,Thursday,MISSION,NONE
NON-CRIMINAL,"AIDED CASE, INJURED PERSON",Thursday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,PAROLE VIOLATION,Thursday,SOUTHERN,"ARREST, BOOKED"
VANDALISM,DAMAGE TO FIRE ALARM APPARATUS,Thursday,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,BAYVIEW,NONE
NON-CRIMINAL,AIDED CASE,Thursday,BAYVIEW,NONE
ROBBERY,"ROBBERY, ARMED WITH A GUN",Thursday,BAYVIEW,NONE
MISSING PERSON,MISSING JUVENILE,Thursday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,SOUTHERN,NONE
MISSING PERSON,MISSING ADULT,Wednesday,MISSION,LOCATED
MISSING PERSON,FOUND PERSON,Wednesday,MISSION,LOCATED
FORGERY/COUNTERFEITING,"COUNTERFEITING, POSSESSION COINS OR NOTES",Thursday,SOUTHERN,"ARREST, BOOKED"
WARRANTS,ENROUTE TO PROBATION OFFICER,Thursday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,PAROLE VIOLATION,Friday,SOUTHERN,NONE
NON-CRIMINAL,FOUND PROPERTY,Friday,SOUTHERN,NONE
DISORDERLY CONDUCT,DISTURBING THE PEACE,Thursday,MISSION,"ARREST, BOOKED"
DISORDERLY CONDUCT,"DISTURBING THE PEACE, SWEARING",Thursday,MISSION,"ARREST, BOOKED"
WARRANTS,ENROUTE TO PROBATION OFFICER,Thursday,MISSION,"ARREST, BOOKED"
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,BAYVIEW,"ARREST, CITED"
DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Thursday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF COCAINE FOR SALES,Thursday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Thursday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Thursday,MISSION,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,BAYVIEW,"ARREST, CITED"
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Thursday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Thursday,MISSION,"ARREST, BOOKED"
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Thursday,SOUTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,SOUTHERN,NONE
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Thursday,SOUTHERN,"ARREST, BOOKED"
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,SOUTHERN,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Friday,NORTHERN,"ARREST, CITED"
OTHER OFFENSES,TRAFFIC VIOLATION,Friday,BAYVIEW,NONE
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,TARAVAL,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Friday,TARAVAL,"ARREST, BOOKED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,NORTHERN,PSYCHOPATHIC CASE
NON-CRIMINAL,AIDED CASE,Friday,PARK,NONE
DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Friday,TENDERLOIN,NONE
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Friday,TENDERLOIN,NONE
OTHER OFFENSES,CONSPIRACY,Friday,TENDERLOIN,NONE
DRUG/NARCOTIC,POSSESSION OF COCAINE,Friday,NORTHERN,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,MISSION,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,MISSION,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,CENTRAL,PSYCHOPATHIC CASE
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Friday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Friday,MISSION,NOT PROSECUTED
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,NORTHERN,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,NORTHERN,PSYCHOPATHIC CASE
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Thursday,NORTHERN,NONE
OTHER OFFENSES,HARASSING PHONE CALLS,Monday,SOUTHERN,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,SOUTHERN,NONE
ROBBERY,"ROBBERY, BODILY FORCE",Friday,TENDERLOIN,"ARREST, BOOKED"
WARRANTS,ENROUTE TO ADULT AUTHORITY,Friday,NORTHERN,NONE
BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Thursday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,SOUTHERN,JUVENILE CITED
FRAUD,"TRICK AND DEVICE, GRAND THEFT",Thursday,RICHMOND,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,RICHMOND,NONE
MISSING PERSON,MISSING ADULT,Wednesday,SOUTHERN,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,INGLESIDE,NONE
ROBBERY,"ROBBERY, BODILY FORCE",Friday,TARAVAL,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,SOUTHERN,PSYCHOPATHIC CASE
LARCENY/THEFT,GRAND THEFT PURSESNATCH,Friday,CENTRAL,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,CENTRAL,PSYCHOPATHIC CASE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,MISSION,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,MISSION,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,MISSION,PSYCHOPATHIC CASE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,TENDERLOIN,PSYCHOPATHIC CASE
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Thursday,NORTHERN,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,BAYVIEW,"ARREST, CITED"
ROBBERY,"ROBBERY, BODILY FORCE",Friday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,SOUTHERN,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,TENDERLOIN,PSYCHOPATHIC CASE
WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Friday,NORTHERN,"ARREST, BOOKED"
FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Thursday,TARAVAL,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,BAYVIEW,"ARREST, CITED"
FORGERY/COUNTERFEITING,"FORGERY, NOTES",Thursday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,TENDERLOIN,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Friday,BAYVIEW,"ARREST, CITED"
LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,NORTHERN,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,CENTRAL,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,CENTRAL,NONE
BURGLARY,"BURGLARY,APT UNDER CONSTRUCTION, FORCIBLE ENTRY",Friday,BAYVIEW,NONE
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Friday,SOUTHERN,UNFOUNDED
DRUG/NARCOTIC,MAINTAINING PREMISE WHERE NARCOTICS ARE SOLD/USED,Friday,SOUTHERN,UNFOUNDED
ASSAULT,THREATS AGAINST LIFE,Friday,CENTRAL,JUVENILE BOOKED
MISSING PERSON,FOUND PERSON,Friday,CENTRAL,JUVENILE BOOKED
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Friday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Friday,TENDERLOIN,"ARREST, BOOKED"
ASSAULT,BATTERY,Friday,MISSION,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Friday,MISSION,"ARREST, CITED"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,INGLESIDE,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,SOUTHERN,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,INGLESIDE,NONE
SUICIDE,ATTEMPTED SUICIDE,Friday,NORTHERN,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,NORTHERN,NONE
MISSING PERSON,FOUND PERSON,Friday,NORTHERN,NONE
BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Monday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT PICKPOCKET,Friday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,MISSION,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,TENDERLOIN,NONE
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,TARAVAL,JUVENILE CITED
OTHER OFFENSES,OPERATING TAXI WITHOUT A PERMIT,Friday,NORTHERN,"ARREST, CITED"
WARRANTS,ENROUTE TO PROBATION OFFICER,Friday,SOUTHERN,"ARREST, BOOKED"
NON-CRIMINAL,"AIDED CASE, DOG BITE",Friday,BAYVIEW,NONE
OTHER OFFENSES,VIOLATION OF FEDERAL STATUTE,Sunday,BAYVIEW,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Friday,SOUTHERN,NONE
OTHER OFFENSES,OPERATING TAXI WITHOUT A PERMIT,Friday,NORTHERN,"ARREST, CITED"
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Friday,MISSION,NONE
DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Friday,MISSION,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Friday,BAYVIEW,"ARREST, CITED"
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,SOUTHERN,NONE
WARRANTS,WARRANT ARREST,Friday,SOUTHERN,NONE
NON-CRIMINAL,FIRE REPORT,Friday,PARK,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,CENTRAL,"ARREST, CITED"
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,TARAVAL,NONE
WARRANTS,WARRANT ARREST,Friday,SOUTHERN,"ARREST, BOOKED"
DISORDERLY CONDUCT,DISTURBING THE PEACE,Friday,RICHMOND,NONE
BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Saturday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,NORTHERN,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,NORTHERN,NONE
OTHER OFFENSES,RESISTING ARREST,Friday,RICHMOND,"ARREST, CITED"
OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Friday,RICHMOND,"ARREST, CITED"
ROBBERY,"ROBBERY, ARMED WITH A GUN",Friday,NORTHERN,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,MISSION,PSYCHOPATHIC CASE
DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,CENTRAL,"ARREST, BOOKED"
OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Saturday,CENTRAL,"ARREST, BOOKED"
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,CENTRAL,"ARREST, BOOKED"
ASSAULT,BATTERY,Saturday,CENTRAL,NONE
ASSAULT,BATTERY,Friday,SOUTHERN,NONE
ASSAULT,BATTERY,Saturday,SOUTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,CENTRAL,NONE
DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Saturday,TENDERLOIN,"ARREST, BOOKED"
ROBBERY,ROBBERY ON THE STREET WITH A DANGEROUS WEAPON,Saturday,NORTHERN,NONE
DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,CENTRAL,"ARREST, BOOKED"
OTHER OFFENSES,RESISTING ARREST,Saturday,CENTRAL,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,TARAVAL,NONE
OTHER OFFENSES,CONSPIRACY,Saturday,TARAVAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Saturday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,SOUTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,SOUTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,SOUTHERN,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,MISSION,"ARREST, CITED"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE
OTHER OFFENSES,MISCELLANEOUS STATE MISDEMEANOR,Saturday,MISSION,"ARREST, BOOKED"
BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Saturday,PARK,"ARREST, BOOKED"
BURGLARY,"BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY",Saturday,PARK,"ARREST, BOOKED"
OTHER OFFENSES,RESISTING ARREST,Saturday,PARK,"ARREST, BOOKED"
TRESPASS,TRESPASSING,Saturday,PARK,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,TENDERLOIN,"ARREST, BOOKED"
BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Saturday,RICHMOND,NONE
LARCENY/THEFT,PETTY THEFT MOTORCYCLE STRIP,Friday,BAYVIEW,NONE
WARRANTS,ENROUTE TO PAROLE OFFICER,Friday,CENTRAL,"ARREST, BOOKED"
WARRANTS,ENROUTE TO ADULT AUTHORITY,Friday,CENTRAL,"ARREST, BOOKED"
ASSAULT,THREATS AGAINST LIFE,Saturday,CENTRAL,"ARREST, BOOKED"
SUSPICIOUS OCC,UNUSUAL OCCURENCE,Saturday,CENTRAL,NONE
NON-CRIMINAL,FOUND PROPERTY,Saturday,CENTRAL,NONE
ASSAULT,INFLICT INJURY ON COHABITEE,Saturday,CENTRAL,"ARREST, BOOKED"
OTHER OFFENSES,HARASSING PHONE CALLS,Saturday,TARAVAL,NONE
NON-CRIMINAL,AIDED CASE,Saturday,TENDERLOIN,NONE
ASSAULT,BATTERY,Saturday,TARAVAL,"ARREST, BOOKED"
DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,TARAVAL,"ARREST, BOOKED"
TRESPASS,TRESPASSING,Saturday,TARAVAL,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Saturday,TARAVAL,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,CENTRAL,NONE
DISORDERLY CONDUCT,COMMITTING PUBLIC NUISANCE,Saturday,INGLESIDE,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE
DRUG/NARCOTIC,POSSESSION OF METHADONE,Saturday,TENDERLOIN,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, STREET CARS/BUSES",Saturday,MISSION,"ARREST, BOOKED"
WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Saturday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,TENDERLOIN,"ARREST, CITED"
OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Saturday,SOUTHERN,"ARREST, CITED"
BURGLARY,"BURGLARY OF RESIDENCE, ATTEMPTED FORCIBLE ENTRY",Saturday,MISSION,NONE
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Saturday,TARAVAL,NONE
NON-CRIMINAL,LOST PROPERTY,Saturday,CENTRAL,NONE
ROBBERY,"ROBBERY, BODILY FORCE",Saturday,MISSION,NONE
TRESPASS,TRESPASSING,Saturday,CENTRAL,"ARREST, CITED"
LARCENY/THEFT,PETTY THEFT WITH PRIOR,Saturday,CENTRAL,"ARREST, BOOKED"
LARCENY/THEFT,ATTEMPTED SHOPLIFTING,Saturday,TENDERLOIN,UNFOUNDED
NON-CRIMINAL,FOUND PROPERTY,Saturday,BAYVIEW,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,TENDERLOIN,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE
NON-CRIMINAL,"AIDED CASE, INJURED PERSON",Saturday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE
WARRANTS,WARRANT ARREST,Saturday,CENTRAL,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,SOUTHERN,"ARREST, CITED"
NON-CRIMINAL,FOUND PROPERTY,Saturday,TENDERLOIN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,RICHMOND,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,SOUTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Wednesday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,INGLESIDE,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,INGLESIDE,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,INGLESIDE,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,INGLESIDE,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,INGLESIDE,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,INGLESIDE,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,TARAVAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,TARAVAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,BAYVIEW,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,BAYVIEW,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,BAYVIEW,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,BAYVIEW,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,CENTRAL,NONE
NON-CRIMINAL,LOST PROPERTY,Wednesday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,TARAVAL,NONE
NON-CRIMINAL,LOST PROPERTY,Saturday,TARAVAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,TARAVAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,TARAVAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,RICHMOND,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,RICHMOND,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,INGLESIDE,"ARREST, BOOKED"
WEAPON LAWS,POSS OF LOADED FIREARM,Thursday,INGLESIDE,"ARREST, BOOKED"
ASSAULT,THREATS AGAINST LIFE,Thursday,INGLESIDE,"ARREST, BOOKED"
DRUG/NARCOTIC,PLANTING/CULTIVATING MARIJUANA,Friday,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Friday,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,MAINTAINING PREMISE WHERE NARCOTICS ARE SOLD/USED,Friday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,CONSPIRACY,Friday,SOUTHERN,"ARREST, BOOKED"
MISSING PERSON,MISSING ADULT,Friday,PARK,LOCATED
