Category,Descript,DayOfWeek,PdDistrict,Resolution
FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,RICHMOND,NONE
ASSAULT,THREATENING PHONE CALL(S),Wednesday,MISSION,NONE
ASSAULT,THREATS AGAINST LIFE,Wednesday,MISSION,NONE
OTHER OFFENSES,HARASSING PHONE CALLS,Wednesday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE
ROBBERY,ROBBERY OF A BANK WITH A GUN,Friday,CENTRAL,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,CENTRAL,PSYCHOPATHIC CASE
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Thursday,BAYVIEW,NONE
ASSAULT,INFLICT INJURY ON COHABITEE,Thursday,BAYVIEW,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,TENDERLOIN,PSYCHOPATHIC CASE
EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT BY BROOKERS/AGENTS",Friday,CENTRAL,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,SOUTHERN,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,BAYVIEW,"ARREST, CITED"
NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Monday,TENDERLOIN,NONE
NON-CRIMINAL,FOUND PROPERTY,Friday,CENTRAL,NONE
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,MISSION,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,RICHMOND,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,RICHMOND,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,TARAVAL,NONE
ASSAULT,THREATS AGAINST LIFE,Friday,MISSION,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,SOUTHERN,"ARREST, CITED"
BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Friday,MISSION,NONE
FORGERY/COUNTERFEITING,"CHECKS, MAKE OR PASS FICTITIOUS",Friday,MISSION,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,TENDERLOIN,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,BAYVIEW,"ARREST, CITED"
LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Friday,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,MISSION,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Friday,MISSION,"ARREST, CITED"
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,INGLESIDE,NONE
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,BAYVIEW,"ARREST, CITED"
OTHER OFFENSES,HARASSING PHONE CALLS,Wednesday,BAYVIEW,NONE
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Friday,INGLESIDE,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,INGLESIDE,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,SOUTHERN,"ARREST, CITED"
LARCENY/THEFT,GRAND THEFT PICKPOCKET,Thursday,SOUTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Friday,BAYVIEW,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,SOUTHERN,PSYCHOPATHIC CASE
WARRANTS,WARRANT ARREST,Friday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Friday,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Friday,SOUTHERN,NONE
OTHER OFFENSES,HARASSING PHONE CALLS,Friday,INGLESIDE,NONE
BURGLARY,"BURGLARY OF RESIDENCE, ATTEMPTED FORCIBLE ENTRY",Friday,TARAVAL,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,TARAVAL,PSYCHOPATHIC CASE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,NORTHERN,NONE
DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Friday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Friday,SOUTHERN,"ARREST, BOOKED"
TRESPASS,TRESPASSING,Friday,INGLESIDE,"ARREST, CITED"
VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Friday,INGLESIDE,"ARREST, CITED"
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,TARAVAL,NONE
BAD CHECKS,"CHECKS, NON-SUFFICIENT FUNDS (FELONY",Thursday,PARK,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,CENTRAL,UNFOUNDED
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,CENTRAL,NONE
OTHER OFFENSES,FALSE EVIDENCE OF VEHICLE REGISTRATION,Friday,BAYVIEW,"ARREST, CITED"
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Friday,NORTHERN,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,NORTHERN,PSYCHOPATHIC CASE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,TENDERLOIN,"ARREST, CITED"
NON-CRIMINAL,COURTESY REPORT,Friday,TARAVAL,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,RICHMOND,NONE
NON-CRIMINAL,LOST PROPERTY,Thursday,TENDERLOIN,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,TENDERLOIN,NONE
NON-CRIMINAL,FOUND PROPERTY,Friday,NORTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,BAYVIEW,NONE
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,RICHMOND,"ARREST, BOOKED"
LIQUOR LAWS,POSSESSION OF ALCOHOL BY MINOR,Friday,RICHMOND,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Friday,BAYVIEW,NONE
ASSAULT,BATTERY,Friday,CENTRAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,CENTRAL,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,TENDERLOIN,PSYCHOPATHIC CASE
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,INGLESIDE,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Friday,INGLESIDE,"ARREST, BOOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,INGLESIDE,"ARREST, BOOKED"
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,INGLESIDE,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION,Friday,INGLESIDE,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,BAYVIEW,NONE
DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,CENTRAL,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Saturday,CENTRAL,"ARREST, BOOKED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,RICHMOND,PSYCHOPATHIC CASE
OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Friday,SOUTHERN,"ARREST, CITED"
ROBBERY,"ROBBERY, BODILY FORCE",Friday,SOUTHERN,"ARREST, CITED"
ASSAULT,BATTERY,Friday,SOUTHERN,"ARREST, CITED"
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Friday,PARK,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,PARK,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,PARK,NONE
MISSING PERSON,MISSING ADULT,Friday,PARK,LOCATED
MISSING PERSON,FOUND PERSON,Friday,PARK,LOCATED
OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Friday,SOUTHERN,"ARREST, CITED"
ASSAULT,BATTERY OF A POLICE OFFICER,Friday,TARAVAL,"ARREST, BOOKED"
OTHER OFFENSES,RESISTING ARREST,Friday,TARAVAL,"ARREST, BOOKED"
BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Friday,TARAVAL,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,SOUTHERN,PSYCHOPATHIC CASE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,TENDERLOIN,PSYCHOPATHIC CASE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,SOUTHERN,"ARREST, CITED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,MISSION,PSYCHOPATHIC CASE
NON-CRIMINAL,FOUND PROPERTY,Saturday,SOUTHERN,NONE
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Saturday,NORTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,NORTHERN,"ARREST, BOOKED"
NON-CRIMINAL,AIDED CASE,Saturday,TENDERLOIN,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,NORTHERN,"ARREST, CITED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,CENTRAL,"ARREST, CITED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,CENTRAL,"ARREST, CITED"
ROBBERY,"ROBBERY, BODILY FORCE",Saturday,MISSION,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Saturday,PARK,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,PARK,"ARREST, BOOKED"
WARRANTS,ENROUTE TO PAROLE OFFICER,Saturday,PARK,"ARREST, BOOKED"
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Thursday,NORTHERN,NONE
WARRANTS,ENROUTE TO PAROLE OFFICER,Saturday,TENDERLOIN,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Saturday,TENDERLOIN,"ARREST, BOOKED"
TRESPASS,TRESPASSING,Friday,BAYVIEW,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,BAYVIEW,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,TARAVAL,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,RICHMOND,NONE
WARRANTS,WARRANT ARREST,Saturday,TARAVAL,"ARREST, BOOKED"
NON-CRIMINAL,AIDED CASE,Saturday,TARAVAL,NONE
WEAPON LAWS,POSS OF PROHIBITED WEAPON,Saturday,TENDERLOIN,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,TENDERLOIN,"ARREST, BOOKED"
WARRANTS,ENROUTE TO PAROLE OFFICER,Saturday,BAYVIEW,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,RICHMOND,NONE
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Saturday,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,SOUTHERN,"ARREST, BOOKED"
LIQUOR LAWS,CONSUMING ALCOHOL IN PUBLIC VIEW,Saturday,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,CENTRAL,"ARREST, CITED"
WARRANTS,ENROUTE TO PAROLE OFFICER,Saturday,CENTRAL,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE
NON-CRIMINAL,FOUND PROPERTY,Saturday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,NORTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,SOUTHERN,NONE
WEAPON LAWS,POSS OF PROHIBITED WEAPON,Sunday,NORTHERN,NONE
DRUG/NARCOTIC,POSSESSION OF HEROIN,Sunday,NORTHERN,NONE
OTHER OFFENSES,PAROLE VIOLATION,Sunday,NORTHERN,NONE
NON-CRIMINAL,FOUND PROPERTY,Saturday,PARK,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,SOUTHERN,PSYCHOPATHIC CASE
LARCENY/THEFT,GRAND THEFT PICKPOCKET,Saturday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,SOUTHERN,"ARREST, CITED"
NON-CRIMINAL,AIDED CASE,Saturday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE
DRUG/NARCOTIC,POSSESSION OF COCAINE,Saturday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,SALE OF COCAINE,Saturday,TENDERLOIN,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Saturday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,INGLESIDE,"ARREST, CITED"
NON-CRIMINAL,LOST PROPERTY,Saturday,CENTRAL,NONE
BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Thursday,NORTHERN,NONE
DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Saturday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,SALE OF MARIJUANA,Saturday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Saturday,TENDERLOIN,"ARREST, BOOKED"
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Friday,NORTHERN,NONE
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Saturday,MISSION,"ARREST, CITED"
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,MISSION,"ARREST, CITED"
OTHER OFFENSES,RESISTING ARREST,Saturday,MISSION,"ARREST, CITED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,BAYVIEW,NONE
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Saturday,MISSION,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Saturday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,PAROLE VIOLATION,Saturday,MISSION,"ARREST, BOOKED"
DRUG/NARCOTIC,MAINTAINING PREMISE WHERE NARCOTICS ARE SOLD/USED,Saturday,MISSION,"ARREST, BOOKED"
DRUG/NARCOTIC,FAILURE TO REGISTER AS NARCOTICS ADDICT,Saturday,MISSION,"ARREST, BOOKED"
DRUG/NARCOTIC,MAINTAINING PREMISE WHERE NARCOTICS ARE SOLD/USED,Saturday,MISSION,"ARREST, BOOKED"
DRUG/NARCOTIC,FAILURE TO REGISTER AS NARCOTICS ADDICT,Saturday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Saturday,MISSION,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Saturday,PARK,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Sunday,SOUTHERN,JUVENILE BOOKED
OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,INGLESIDE,"ARREST, CITED"
NON-CRIMINAL,"DEATH REPORT, NATURAL CAUSES",Saturday,RICHMOND,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,PARK,NONE
NON-CRIMINAL,FIRE REPORT,Saturday,PARK,NONE
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Saturday,NORTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,SALE OF METH-AMPHETAMINE,Saturday,NORTHERN,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Saturday,NORTHERN,"ARREST, BOOKED"
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Saturday,NORTHERN,"ARREST, BOOKED"
ASSAULT,CHILD ABUSE (PHYSICAL),Saturday,PARK,"ARREST, BOOKED"
ASSAULT,INFLICT INJURY ON COHABITEE,Saturday,PARK,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Saturday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Saturday,SOUTHERN,"ARREST, BOOKED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,MISSION,PSYCHOPATHIC CASE
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Saturday,TARAVAL,"ARREST, BOOKED"
ASSAULT,BATTERY OF A POLICE OFFICER,Saturday,TARAVAL,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,CENTRAL,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,CENTRAL,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,MISSION,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,BAYVIEW,"ARREST, CITED"
OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,MISSION,NONE
WARRANTS,WARRANT ARREST,Sunday,CENTRAL,"ARREST, BOOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,MISSION,"ARREST, CITED"
WEAPON LAWS,POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN,Sunday,BAYVIEW,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,PARK,"ARREST, CITED"
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,CENTRAL,"ARREST, CITED"
DRUG/NARCOTIC,POSSESSION OF COCAINE,Sunday,NORTHERN,"ARREST, BOOKED"
FRAUD,DEFRAUDING AN INNKEEPER,Sunday,CENTRAL,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,INGLESIDE,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,SOUTHERN,"ARREST, BOOKED"
DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Sunday,SOUTHERN,"ARREST, BOOKED"
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,SOUTHERN,"ARREST, BOOKED"
DISORDERLY CONDUCT,MAINTAINING A PUBLIC NUISANCE AFTER NOTIFICATION,Sunday,TENDERLOIN,JUVENILE CITED
OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Sunday,TENDERLOIN,JUVENILE CITED
DRUG/NARCOTIC,POSSESSION OF COCAINE,Sunday,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Sunday,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,SOUTHERN,"ARREST, BOOKED"
ROBBERY,ATTEMPTED ROBBERY WITH BODILY FORCE,Sunday,BAYVIEW,"ARREST, BOOKED"
ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,BAYVIEW,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,CENTRAL,"ARREST, BOOKED"
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,CENTRAL,"ARREST, BOOKED"
DISORDERLY CONDUCT,COMMITTING PUBLIC NUISANCE,Sunday,TENDERLOIN,"ARREST, CITED"
LOITERING,OBSTRUCTING PUBLIC THOROUGHFARE,Sunday,TENDERLOIN,"ARREST, CITED"
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Sunday,MISSION,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,MISSION,"ARREST, CITED"
DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Sunday,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Sunday,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Sunday,TENDERLOIN,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Sunday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,TENDERLOIN,"ARREST, BOOKED"
ASSAULT,BATTERY,Sunday,MISSION,"ARREST, CITED"
OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,MISSION,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,SOUTHERN,"ARREST, CITED"
OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,MISSION,"ARREST, CITED"
OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Sunday,MISSION,"ARREST, CITED"
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,BAYVIEW,"ARREST, BOOKED"
ASSAULT,BATTERY,Sunday,CENTRAL,"ARREST, BOOKED"
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,CENTRAL,"ARREST, BOOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,TENDERLOIN,"ARREST, CITED"
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,MISSION,"ARREST, CITED"
DRUG/NARCOTIC,POSSESSION OF OPIATES,Sunday,NORTHERN,NONE
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Sunday,NORTHERN,NONE
OTHER OFFENSES,PROBATION VIOLATION,Sunday,NORTHERN,NONE
BURGLARY,SAFE BURGLARY OF A STORE,Sunday,BAYVIEW,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,BAYVIEW,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Sunday,BAYVIEW,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Sunday,SOUTHERN,"ARREST, BOOKED"
WARRANTS,ENROUTE TO PAROLE OFFICER,Sunday,SOUTHERN,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Sunday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,MISSION,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,MISSION,"ARREST, CITED"
OTHER OFFENSES,PROBATION VIOLATION,Sunday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,TAKING CONTRABAND INTO A REFORMATORY,Sunday,SOUTHERN,"ARREST, BOOKED"
BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Sunday,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Sunday,TENDERLOIN,NONE
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,TENDERLOIN,NONE
OTHER OFFENSES,PROBATION VIOLATION,Sunday,TENDERLOIN,NONE
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,MISSION,"ARREST, BOOKED"
ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,MISSION,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF COCAINE FOR SALES,Sunday,TENDERLOIN,NONE
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,CENTRAL,"ARREST, BOOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,MISSION,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,MISSION,"ARREST, CITED"
DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Sunday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,CENTRAL,"ARREST, CITED"
ASSAULT,BATTERY,Monday,MISSION,"ARREST, CITED"
OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION,Monday,SOUTHERN,"ARREST, BOOKED"
VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,BAYVIEW,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Thursday,BAYVIEW,"ARREST, BOOKED"
RUNAWAY,RUNAWAY,Saturday,BAYVIEW,LOCATED
MISSING PERSON,FOUND PERSON,Saturday,BAYVIEW,LOCATED
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,SOUTHERN,NONE
VEHICLE THEFT,STOLEN TRUCK,Friday,SOUTHERN,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,CENTRAL,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,CENTRAL,NONE
NON-CRIMINAL,FOUND PROPERTY,Monday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT PICKPOCKET,Sunday,SOUTHERN,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,NORTHERN,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,TARAVAL,NONE
VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Sunday,NORTHERN,"ARREST, BOOKED"
VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,NORTHERN,"ARREST, BOOKED"
OTHER OFFENSES,PAROLE VIOLATION,Sunday,NORTHERN,"ARREST, BOOKED"
VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,MISSION,NONE
VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Monday,SOUTHERN,"ARREST, BOOKED"
