Category,Descript,DayOfWeek,PdDistrict,Resolution
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,NORTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,CENTRAL,NONE
NON-CRIMINAL,AIDED CASE,Saturday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,TENDERLOIN,NONE
NON-CRIMINAL,FOUND PROPERTY,Sunday,SOUTHERN,NONE
NON-CRIMINAL,AIDED CASE,Sunday,SOUTHERN,NONE
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Sunday,TARAVAL,NONE
LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",Sunday,NORTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Sunday,INGLESIDE,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,MISSION,NONE
BURGLARY,"BURGLARY, FORCIBLE ENTRY",Saturday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT AUTO STRIP,Sunday,TARAVAL,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,TARAVAL,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,INGLESIDE,NONE
NON-CRIMINAL,FOUND PROPERTY,Sunday,INGLESIDE,NONE
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,CENTRAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,TENDERLOIN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,RICHMOND,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,BAYVIEW,NONE
LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Sunday,TARAVAL,NONE
TRESPASS,TRESPASSING,Sunday,NORTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,TENDERLOIN,"ARREST, CITED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT PICKPOCKET,Sunday,MISSION,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,TENDERLOIN,"ARREST, CITED"
ASSAULT,BATTERY OF A POLICE OFFICER,Sunday,TENDERLOIN,JUVENILE CITED
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,TENDERLOIN,JUVENILE CITED
OTHER OFFENSES,RESISTING ARREST,Sunday,TENDERLOIN,JUVENILE CITED
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Sunday,TENDERLOIN,NONE
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,TENDERLOIN,"ARREST, BOOKED"
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Sunday,TENDERLOIN,"ARREST, BOOKED"
FRAUD,FALSE ID TO PEACE OFFICER,Sunday,TENDERLOIN,"ARREST, BOOKED"
WARRANTS,ENROUTE TO ADULT AUTHORITY,Sunday,TENDERLOIN,"ARREST, BOOKED"
WEAPON LAWS,POSSESSION OF AIR GUN,Sunday,INGLESIDE,"ARREST, CITED"
BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Monday,NORTHERN,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,NORTHERN,"ARREST, BOOKED"
OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Monday,NORTHERN,"ARREST, BOOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,TARAVAL,"ARREST, CITED"
MISSING PERSON,MISSING JUVENILE,Monday,MISSION,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,TARAVAL,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,PARK,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,NORTHERN,"ARREST, CITED"
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,SOUTHERN,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,SOUTHERN,NONE
ASSAULT,BATTERY,Monday,MISSION,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,BAYVIEW,"ARREST, CITED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,MISSION,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,BAYVIEW,"ARREST, CITED"
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Monday,TARAVAL,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,RICHMOND,PSYCHOPATHIC CASE
FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Saturday,SOUTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Saturday,SOUTHERN,NONE
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,NORTHERN,"ARREST, BOOKED"
FAMILY OFFENSES,MINOR WITHOUT PROPER PARENTAL CARE,Monday,MISSION,NONE
FORGERY/COUNTERFEITING,"CHECKS, MAKE OR PASS FICTITIOUS",Saturday,NORTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Monday,TARAVAL,"ARREST, BOOKED"
ASSAULT,CHILD ABUSE (PHYSICAL),Monday,NORTHERN,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,SOUTHERN,NONE
BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Monday,RICHMOND,"ARREST, BOOKED"
FORGERY/COUNTERFEITING,"FORGERY, NOTES",Monday,RICHMOND,"ARREST, BOOKED"
OTHER OFFENSES,CONTRIBUTING TO THE DELINQUENCY OF MINOR,Monday,RICHMOND,"ARREST, BOOKED"
ASSAULT,BATTERY,Monday,BAYVIEW,NONE
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,PARK,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Monday,PARK,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE
OTHER OFFENSES,DEFRAUDING TAXI DRIVER,Monday,SOUTHERN,NONE
OTHER OFFENSES,FALSE EVIDENCE OF VEHICLE REGISTRATION,Monday,BAYVIEW,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,BAYVIEW,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Monday,BAYVIEW,"ARREST, BOOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,BAYVIEW,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT BICYCLE,Sunday,MISSION,NONE
MISSING PERSON,FOUND PERSON,Monday,INGLESIDE,LOCATED
NON-CRIMINAL,LOST PROPERTY,Sunday,SOUTHERN,NONE
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Monday,NORTHERN,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,CENTRAL,"ARREST, CITED"
ROBBERY,ROBBERY ON THE STREET WITH A GUN,Monday,TENDERLOIN,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE
MISSING PERSON,MISSING JUVENILE,Tuesday,BAYVIEW,NONE
NON-CRIMINAL,LOST PROPERTY,Monday,TENDERLOIN,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,CENTRAL,"ARREST, CITED"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,MISSION,"ARREST, CITED"
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,INGLESIDE,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,SOUTHERN,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,SOUTHERN,NONE
SUSPICIOUS OCC,"SUSPICIOUS OCCURRENCE, POSSIBLE SHOTS FIRED",Monday,INGLESIDE,NONE
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,BAYVIEW,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,SOUTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,SOUTHERN,NONE
NON-CRIMINAL,FOUND PROPERTY,Saturday,NORTHERN,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,BAYVIEW,"ARREST, CITED"
FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,INGLESIDE,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Sunday,SOUTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Sunday,SOUTHERN,NONE
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Tuesday,PARK,NONE
NON-CRIMINAL,LOST PROPERTY,Monday,NORTHERN,NONE
BURGLARY,"BURGLARY OF RESIDENCE, ATTEMPTED FORCIBLE ENTRY",Tuesday,INGLESIDE,"ARREST, BOOKED"
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Monday,TARAVAL,NONE
NON-CRIMINAL,FOUND PROPERTY,Saturday,TENDERLOIN,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,TARAVAL,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,BAYVIEW,"ARREST, CITED"
BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Tuesday,SOUTHERN,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Friday,INGLESIDE,"ARREST, BOOKED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,SOUTHERN,PSYCHOPATHIC CASE
VEHICLE THEFT,ATTEMPTED STOLEN VEHICLE,Monday,BAYVIEW,NONE
ROBBERY,CARJACKING WITH BODILY FORCE,Tuesday,BAYVIEW,NONE
ASSAULT,INFLICT INJURY ON COHABITEE,Tuesday,BAYVIEW,NONE
NON-CRIMINAL,LOST PROPERTY,Saturday,NORTHERN,NONE
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Sunday,TARAVAL,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,TARAVAL,PSYCHOPATHIC CASE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,SOUTHERN,"ARREST, CITED"
NON-CRIMINAL,TURNED IN GUN,Tuesday,INGLESIDE,NONE
ASSAULT,BATTERY OF A POLICE OFFICER,Tuesday,NORTHERN,"ARREST, CITED"
OTHER OFFENSES,RESISTING ARREST,Tuesday,NORTHERN,"ARREST, CITED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,NORTHERN,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,INGLESIDE,"ARREST, CITED"
NON-CRIMINAL,FOUND PROPERTY,Monday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT WITH PRIOR,Tuesday,SOUTHERN,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Tuesday,SOUTHERN,"ARREST, BOOKED"
WEAPON LAWS,CARRYING A CONCEALED WEAPON,Tuesday,TENDERLOIN,JUVENILE BOOKED
DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Tuesday,TENDERLOIN,JUVENILE BOOKED
OTHER OFFENSES,MISCELLANEOUS STATE MISDEMEANOR,Tuesday,TENDERLOIN,JUVENILE BOOKED
BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Tuesday,SOUTHERN,NONE
STOLEN PROPERTY,RECEIVING STOLEN PROPERTY,Tuesday,SOUTHERN,NONE
WARRANTS,WARRANT ARREST,Tuesday,SOUTHERN,NONE
OTHER OFFENSES,PAROLE VIOLATION,Tuesday,BAYVIEW,"ARREST, BOOKED"
OTHER OFFENSES,RESISTING ARREST,Tuesday,BAYVIEW,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,BAYVIEW,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,CENTRAL,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,TENDERLOIN,PSYCHOPATHIC CASE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,INGLESIDE,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,TENDERLOIN,"ARREST, CITED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,MISSION,NONE
ASSAULT,THREATS AGAINST LIFE,Tuesday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,SOUTHERN,NONE
OTHER OFFENSES,RESISTING ARREST,Tuesday,SOUTHERN,NONE
DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Tuesday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,RESISTING ARREST,Tuesday,TENDERLOIN,"ARREST, BOOKED"
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,TENDERLOIN,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,BAYVIEW,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,BAYVIEW,"ARREST, CITED"
BURGLARY,"BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY",Tuesday,TARAVAL,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,SOUTHERN,"ARREST, CITED"
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Tuesday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,PAROLE VIOLATION,Tuesday,TENDERLOIN,"ARREST, BOOKED"
ASSAULT,BATTERY,Tuesday,NORTHERN,NONE
NON-CRIMINAL,FOUND PROPERTY,Monday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,PARK,NONE
DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Tuesday,TENDERLOIN,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Tuesday,TENDERLOIN,"ARREST, BOOKED"
NON-CRIMINAL,LOST PROPERTY,Tuesday,SOUTHERN,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,TENDERLOIN,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,BAYVIEW,"ARREST, CITED"
OTHER OFFENSES,RESISTING ARREST,Tuesday,TENDERLOIN,"ARREST, CITED"
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Tuesday,INGLESIDE,"ARREST, BOOKED"
DRUG/NARCOTIC,MAINTAINING PREMISE WHERE NARCOTICS ARE SOLD/USED,Tuesday,INGLESIDE,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Tuesday,CENTRAL,NONE
WARRANTS,WARRANT ARREST,Tuesday,BAYVIEW,"ARREST, BOOKED"
NON-CRIMINAL,PROPERTY FOR IDENTIFICATION,Tuesday,BAYVIEW,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT PICKPOCKET,Monday,CENTRAL,NONE
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Tuesday,SOUTHERN,NONE
ASSAULT,BATTERY,Tuesday,MISSION,NONE
BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Monday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,SOUTHERN,NONE
FRAUD,"CREDIT CARD, THEFT OF",Tuesday,SOUTHERN,NONE
DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Tuesday,NORTHERN,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE
MISSING PERSON,MISSING ADULT,Tuesday,SOUTHERN,LOCATED
MISSING PERSON,FOUND PERSON,Tuesday,SOUTHERN,LOCATED
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Tuesday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Tuesday,MISSION,NONE
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Tuesday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,NORTHERN,NONE
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Tuesday,MISSION,NONE
BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Tuesday,SOUTHERN,NONE
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Wednesday,NORTHERN,NONE
NON-CRIMINAL,FOUND PROPERTY,Tuesday,NORTHERN,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,MISSION,"ARREST, CITED"
OTHER OFFENSES,PROBATION VIOLATION,Tuesday,TENDERLOIN,"ARREST, BOOKED"
WEAPON LAWS,DISCHARGE FIREARM WITHIN CITY LIMITS,Tuesday,BAYVIEW,NONE
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Wednesday,NORTHERN,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,TARAVAL,PSYCHOPATHIC CASE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,SOUTHERN,NONE
WARRANTS,WARRANT ARREST,Wednesday,INGLESIDE,NONE
DRUG/NARCOTIC,POSSESSION OF HEROIN,Friday,BAYVIEW,"ARREST, BOOKED"
VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,INGLESIDE,NONE
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,INGLESIDE,NONE
ASSAULT,BATTERY,Sunday,INGLESIDE,NONE
ASSAULT,THREATS AGAINST LIFE,Sunday,INGLESIDE,NONE
MISSING PERSON,MISSING ADULT,Sunday,MISSION,LOCATED
VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,INGLESIDE,NONE
ASSAULT,THREATS AGAINST LIFE,Tuesday,BAYVIEW,DISTRICT ATTORNEY REFUSES TO PROSECUTE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,TARAVAL,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,CENTRAL,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,CENTRAL,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,BAYVIEW,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,CENTRAL,UNFOUNDED
VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,TARAVAL,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,INGLESIDE,NONE
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Monday,BAYVIEW,NONE
VEHICLE THEFT,STOLEN TRUCK,Sunday,PARK,NONE
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Thursday,NORTHERN,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,NORTHERN,NONE
VEHICLE THEFT,STOLEN TRUCK,Tuesday,BAYVIEW,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,BAYVIEW,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN TRUCK,Thursday,SOUTHERN,NONE
VEHICLE THEFT,STOLEN TRUCK,Tuesday,NORTHERN,NONE
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Friday,BAYVIEW,"ARREST, BOOKED"
WARRANTS,ENROUTE TO PAROLE OFFICER,Friday,BAYVIEW,"ARREST, BOOKED"
NON-CRIMINAL,FOUND PROPERTY,Friday,CENTRAL,NONE
MISSING PERSON,MISSING JUVENILE,Sunday,INGLESIDE,NONE
MISSING PERSON,FOUND PERSON,Sunday,INGLESIDE,NONE
MISSING PERSON,MISSING ADULT,Saturday,CENTRAL,NONE
MISSING PERSON,FOUND PERSON,Saturday,CENTRAL,NONE
BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Monday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE
NON-CRIMINAL,FOUND PROPERTY,Monday,NORTHERN,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Monday,SOUTHERN,"ARREST, CITED"
OTHER OFFENSES,TRAFFIC VIOLATION,Monday,NORTHERN,"ARREST, CITED"
OTHER OFFENSES,TRAFFIC VIOLATION,Monday,SOUTHERN,"ARREST, CITED"
OTHER OFFENSES,BEYOND PARENTAL CONTROL,Tuesday,RICHMOND,JUVENILE CITED
OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,RICHMOND,JUVENILE CITED
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT PICKPOCKET,Tuesday,CENTRAL,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,SOUTHERN,PSYCHOPATHIC CASE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Sunday,CENTRAL,NONE
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Tuesday,BAYVIEW,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Tuesday,BAYVIEW,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Tuesday,BAYVIEW,"ARREST, BOOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,SOUTHERN,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,BAYVIEW,"ARREST, CITED"
NON-CRIMINAL,FOUND PROPERTY,Monday,RICHMOND,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Monday,MISSION,"ARREST, CITED"
BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Monday,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,"LOST PROPERTY, GRAND THEFT",Monday,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Monday,PARK,"ARREST, BOOKED"
BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Monday,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,MISSION,"ARREST, CITED"
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,NORTHERN,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,SOUTHERN,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,BAYVIEW,"ARREST, CITED"
NON-CRIMINAL,LOST PROPERTY,Monday,TENDERLOIN,NONE
WARRANTS,WARRANT ARREST,Monday,SOUTHERN,"ARREST, BOOKED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,CENTRAL,PSYCHOPATHIC CASE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,CENTRAL,NONE
MISSING PERSON,MISSING JUVENILE,Tuesday,CENTRAL,LOCATED
MISSING PERSON,FOUND PERSON,Tuesday,CENTRAL,LOCATED
DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Tuesday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,RESISTING ARREST,Tuesday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Tuesday,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Tuesday,CENTRAL,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Tuesday,CENTRAL,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Tuesday,CENTRAL,"ARREST, BOOKED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,SOUTHERN,NONE
ROBBERY,ROBBERY ON THE STREET WITH A KNIFE,Tuesday,CENTRAL,NONE
OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Tuesday,SOUTHERN,"ARREST, BOOKED"
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,SOUTHERN,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Tuesday,SOUTHERN,"ARREST, BOOKED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,BAYVIEW,PSYCHOPATHIC CASE
FORGERY/COUNTERFEITING,"COUNTERFEITING, POSSESSION COINS OR NOTES",Tuesday,PARK,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Tuesday,PARK,"ARREST, BOOKED"
OTHER OFFENSES,VIOLATION OF PARK CODE,Tuesday,PARK,"ARREST, BOOKED"
ASSAULT,BATTERY,Tuesday,TENDERLOIN,NONE
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,BAYVIEW,"ARREST, BOOKED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,SOUTHERN,PSYCHOPATHIC CASE
BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",Tuesday,MISSION,NONE
NON-CRIMINAL,LOST PROPERTY,Tuesday,CENTRAL,NONE
NON-CRIMINAL,FOUND PROPERTY,Tuesday,BAYVIEW,NONE
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Tuesday,PARK,JUVENILE ADMONISHED
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,PARK,NONE
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Tuesday,RICHMOND,JUVENILE CITED
NON-CRIMINAL,FOUND PROPERTY,Tuesday,RICHMOND,NONE
NON-CRIMINAL,LOST PROPERTY,Monday,SOUTHERN,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,MISSION,"ARREST, CITED"
